maXa,tenXa,maHuyen,tenHuyen,maTinh,tenTinh
8050509,Thị trấn An Phú,80505,Huyện An Phú,805,An Giang
8050527,Thị trấn Long Bình,80505,Huyện An Phú,805,An Giang
8050525,Thị trấn Đa Phước,80505,Huyện An Phú,805,An Giang
8050511,Xã Khánh An,80505,Huyện An Phú,805,An Giang
8050503,Xã Khánh Bình,80505,Huyện An Phú,805,An Giang
8050513,Xã Nhơn Hội,80505,Huyện An Phú,805,An Giang
8050505,Xã Phú Hội,80505,Huyện An Phú,805,An Giang
8050515,Xã Phú Hữu,80505,Huyện An Phú,805,An Giang
8050517,Xã Phước Hưng,80505,Huyện An Phú,805,An Giang
8050501,Xã Quốc Thái,80505,Huyện An Phú,805,An Giang
8050521,Xã Vĩnh Hậu,80505,Huyện An Phú,805,An Giang
8050523,Xã Vĩnh Hội Đông,80505,Huyện An Phú,805,An Giang
8050519,Xã Vĩnh Lộc,80505,Huyện An Phú,805,An Giang
8050507,Xã Vĩnh Trường,80505,Huyện An Phú,805,An Giang
8051109,Thị trấn Cái Dầu,80511,Huyện Châu Phú,805,An Giang
8051117,Thị trấn Vĩnh Thạnh Trung,80511,Huyện Châu Phú,805,An Giang
8051125,Xã Bình Chánh,80511,Huyện Châu Phú,805,An Giang
8051119,Xã Bình Long,80511,Huyện Châu Phú,805,An Giang
8051121,Xã Bình Mỹ,80511,Huyện Châu Phú,805,An Giang
8051107,Xã Bình Phú,80511,Huyện Châu Phú,805,An Giang
8051123,Xã Bình Thủy,80511,Huyện Châu Phú,805,An Giang
8051111,Xã Khánh Hòa,80511,Huyện Châu Phú,805,An Giang
8051103,Xã Mỹ Phú,80511,Huyện Châu Phú,805,An Giang
8051113,Xã Mỹ Đức,80511,Huyện Châu Phú,805,An Giang
8051105,Xã Thạnh Mỹ Tây,80511,Huyện Châu Phú,805,An Giang
8051115,Xã ô Long Vỹ,80511,Huyện Châu Phú,805,An Giang
8051101,Xã Đào Hữu Cảnh,80511,Huyện Châu Phú,805,An Giang
8051909,Thị trấn An Châu,80519,Huyện Châu Thành,805,An Giang
8051915,Thị trấn Vĩnh Bình,80519,Huyện Châu Thành,805,An Giang
8051903,Xã An Hòa,80519,Huyện Châu Thành,805,An Giang
8051917,Xã Bình Hòa,80519,Huyện Châu Thành,805,An Giang
8051905,Xã Bình Thạnh,80519,Huyện Châu Thành,805,An Giang
8051911,Xã Cần Đăng,80519,Huyện Châu Thành,805,An Giang
8051907,Xã Hòa Bình Thạnh,80519,Huyện Châu Thành,805,An Giang
8051923,Xã Tân Phú,80519,Huyện Châu Thành,805,An Giang
8051919,Xã Vĩnh An,80519,Huyện Châu Thành,805,An Giang
8051913,Xã Vĩnh Hanh,80519,Huyện Châu Thành,805,An Giang
8051921,Xã Vĩnh Lợi,80519,Huyện Châu Thành,805,An Giang
8051901,Xã Vĩnh Nhuận,80519,Huyện Châu Thành,805,An Giang
8051925,Xã Vĩnh Thành,80519,Huyện Châu Thành,805,An Giang
8051713,Thị trấn Chợ Mới,80517,Huyện Chợ Mới,805,An Giang
8051711,Thị trấn Hội An,80517,Huyện Chợ Mới,805,An Giang
8051715,Thị trấn Mỹ Luông,80517,Huyện Chợ Mới,805,An Giang
8051703,Xã An Thạnh Trung,80517,Huyện Chợ Mới,805,An Giang
8051731,Xã Bình Phước Xuân,80517,Huyện Chợ Mới,805,An Giang
8051735,Xã Hòa An,80517,Huyện Chợ Mới,805,An Giang
8051733,Xã Hòa Bình,80517,Huyện Chợ Mới,805,An Giang
8051701,Xã Kiến An,80517,Huyện Chợ Mới,805,An Giang
8051707,Xã Kiến Thành,80517,Huyện Chợ Mới,805,An Giang
8051709,Xã Long Giang,80517,Huyện Chợ Mới,805,An Giang
8051729,Xã Long Kiến,80517,Huyện Chợ Mới,805,An Giang
8051717,Xã Long Điền A,80517,Huyện Chợ Mới,805,An Giang
8051721,Xã Long Điền B,80517,Huyện Chợ Mới,805,An Giang
8051725,Xã Mỹ An,80517,Huyện Chợ Mới,805,An Giang
8051723,Xã Mỹ Hiệp,80517,Huyện Chợ Mới,805,An Giang
8051705,Xã Mỹ Hội Đông,80517,Huyện Chợ Mới,805,An Giang
8051727,Xã Nhơn Mỹ,80517,Huyện Chợ Mới,805,An Giang
8051719,Xã Tấn Mỹ,80517,Huyện Chợ Mới,805,An Giang
8050917,Thị trấn Chợ Vàm,80509,Huyện Phú Tân,805,An Giang
8050915,Thị trấn Phú Mỹ,80509,Huyện Phú Tân,805,An Giang
8050903,Xã Bình Thạnh Đông,80509,Huyện Phú Tân,805,An Giang
8050931,Xã Hiệp Xương,80509,Huyện Phú Tân,805,An Giang
8050925,Xã Hoà Lạc,80509,Huyện Phú Tân,805,An Giang
8050905,Xã Long Hoà,80509,Huyện Phú Tân,805,An Giang
8050919,Xã Long Sơn,80509,Huyện Phú Tân,805,An Giang
8050909,Xã Phú An,80509,Huyện Phú Tân,805,An Giang
8050933,Xã Phú Bình,80509,Huyện Phú Tân,805,An Giang
8050907,Xã Phú Hiệp,80509,Huyện Phú Tân,805,An Giang
8050935,Xã Phú Hưng,80509,Huyện Phú Tân,805,An Giang
8050901,Xã Phú Long,80509,Huyện Phú Tân,805,An Giang
8050921,Xã Phú Lâm,80509,Huyện Phú Tân,805,An Giang
8050927,Xã Phú Thành,80509,Huyện Phú Tân,805,An Giang
8050923,Xã Phú Thạnh,80509,Huyện Phú Tân,805,An Giang
8050911,Xã Phú Thọ,80509,Huyện Phú Tân,805,An Giang
8050929,Xã Phú Xuân,80509,Huyện Phú Tân,805,An Giang
8050937,Xã Tân Hòa,80509,Huyện Phú Tân,805,An Giang
8050913,Xã Tân Trung,80509,Huyện Phú Tân,805,An Giang
8052103,Thị trấn Núi Sập,80521,Huyện Thoại Sơn,805,An Giang
8052111,Thị trấn Phú Hoà,80521,Huyện Thoại Sơn,805,An Giang
8052113,Thị trấn óc Eo,80521,Huyện Thoại Sơn,805,An Giang
8052133,Xã An Bình,80521,Huyện Thoại Sơn,805,An Giang
8052129,Xã Bình Thành,80521,Huyện Thoại Sơn,805,An Giang
8052123,Xã Mỹ Phú Đông,80521,Huyện Thoại Sơn,805,An Giang
8052119,Xã Phú Thuận,80521,Huyện Thoại Sơn,805,An Giang
8052109,Xã Thoại Giang,80521,Huyện Thoại Sơn,805,An Giang
8052115,Xã Tây Phú,80521,Huyện Thoại Sơn,805,An Giang
8052121,Xã Vĩnh Chánh,80521,Huyện Thoại Sơn,805,An Giang
8052127,Xã Vĩnh Khánh,80521,Huyện Thoại Sơn,805,An Giang
8052117,Xã Vĩnh Phú,80521,Huyện Thoại Sơn,805,An Giang
8052105,Xã Vĩnh Trạch,80521,Huyện Thoại Sơn,805,An Giang
8052131,Xã Vọng Thê,80521,Huyện Thoại Sơn,805,An Giang
8052125,Xã Vọng Đông,80521,Huyện Thoại Sơn,805,An Giang
8052101,Xã Định Mỹ,80521,Huyện Thoại Sơn,805,An Giang
8052107,Xã Định Thành,80521,Huyện Thoại Sơn,805,An Giang
8051511,Thị trấn Ba Chúc,80515,Huyện Tri Tôn,805,An Giang
8051527,Thị trấn Cô Tô,80515,Huyện Tri Tôn,805,An Giang
8051509,Thị trấn Tri Tôn,80515,Huyện Tri Tôn,805,An Giang
8051525,Xã An Tức,80515,Huyện Tri Tôn,805,An Giang
8051503,Xã Châu Lăng,80515,Huyện Tri Tôn,805,An Giang
8051515,Xã Lê Trì,80515,Huyện Tri Tôn,805,An Giang
8051521,Xã Lương An Trà,80515,Huyện Tri Tôn,805,An Giang
8051519,Xã Lương Phi,80515,Huyện Tri Tôn,805,An Giang
8051513,Xã Lạc Quới,80515,Huyện Tri Tôn,805,An Giang
8051505,Xã Núi Tô,80515,Huyện Tri Tôn,805,An Giang
8051523,Xã Tà Đảnh,80515,Huyện Tri Tôn,805,An Giang
8051529,Xã Tân Tuyến,80515,Huyện Tri Tôn,805,An Giang
8051517,Xã Vĩnh Gia,80515,Huyện Tri Tôn,805,An Giang
8051501,Xã Vĩnh Phước,80515,Huyện Tri Tôn,805,An Giang
8051507,Xã ô Lâm,80515,Huyện Tri Tôn,805,An Giang
8050105,Phường Bình Khánh,80501,Thành phố Long Xuyên,805,An Giang
8050113,Phường Bình Đức,80501,Thành phố Long Xuyên,805,An Giang
8050103,Phường Mỹ Bình,80501,Thành phố Long Xuyên,805,An Giang
8050107,Phường Mỹ Hòa,80501,Thành phố Long Xuyên,805,An Giang
8050109,Phường Mỹ Long,80501,Thành phố Long Xuyên,805,An Giang
8050115,Phường Mỹ Phước,80501,Thành phố Long Xuyên,805,An Giang
8050117,Phường Mỹ Quý,80501,Thành phố Long Xuyên,805,An Giang
8050101,Phường Mỹ Thạnh,80501,Thành phố Long Xuyên,805,An Giang
8050119,Phường Mỹ Thới,80501,Thành phố Long Xuyên,805,An Giang
8050111,Phường Mỹ Xuyên,80501,Thành phố Long Xuyên,805,An Giang
8050125,Phường Đông Xuyên,80501,Thành phố Long Xuyên,805,An Giang
8050123,Xã Mỹ Hoà Hưng,80501,Thành phố Long Xuyên,805,An Giang
8050121,Xã Mỹ Khánh,80501,Thành phố Long Xuyên,805,An Giang
8051319,Phường An Phú,80513,Thị Xã Tịnh Biên,805,An Giang
8051315,Phường Chi Lăng,80513,Thị Xã Tịnh Biên,805,An Giang
8051313,Phường Nhà Bàng,80513,Thị Xã Tịnh Biên,805,An Giang
8051301,Phường Núi Voi,80513,Thị Xã Tịnh Biên,805,An Giang
8051303,Phường Thới Sơn,80513,Thị Xã Tịnh Biên,805,An Giang
8051321,Phường Tịnh Biên,80513,Thị Xã Tịnh Biên,805,An Giang
8051325,Xã An Cư,80513,Thị Xã Tịnh Biên,805,An Giang
8051307,Xã An Hảo,80513,Thị Xã Tịnh Biên,805,An Giang
8051305,Xã An Nông,80513,Thị Xã Tịnh Biên,805,An Giang
8051317,Xã Nhơn Hưng,80513,Thị Xã Tịnh Biên,805,An Giang
8051309,Xã Tân Lập,80513,Thị Xã Tịnh Biên,805,An Giang
8051311,Xã Tân Lợi,80513,Thị Xã Tịnh Biên,805,An Giang
8051323,Xã Văn Giáo,80513,Thị Xã Tịnh Biên,805,An Giang
8051327,Xã Vĩnh Trung,80513,Thị Xã Tịnh Biên,805,An Giang
8050301,Phường Châu Phú A,80503,Thị xã Châu Đốc,805,An Giang
8050305,Phường Châu Phú B,80503,Thị xã Châu Đốc,805,An Giang
8050309,Phường Núi Sam,80503,Thị xã Châu Đốc,805,An Giang
8050307,Phường Vĩnh Mỹ,80503,Thị xã Châu Đốc,805,An Giang
8050311,Phường Vĩnh Ngươn,80503,Thị xã Châu Đốc,805,An Giang
8050313,Xã Vĩnh Châu,80503,Thị xã Châu Đốc,805,An Giang
8050303,Xã Vĩnh Tế,80503,Thị xã Châu Đốc,805,An Giang
8050729,Phương Long Sơn,80507,Thị xã Tân Châu,805,An Giang
8050723,Phường Long Châu,80507,Thị xã Tân Châu,805,An Giang
8050725,Phường Long Hưng,80507,Thị xã Tân Châu,805,An Giang
8050715,Phường Long Phú,80507,Thị xã Tân Châu,805,An Giang
8050727,Phường Long Thạnh,80507,Thị xã Tân Châu,805,An Giang
8050709,Thị trấn Tân Châu(Hết Hiệu Lực),80507,Thị xã Tân Châu,805,An Giang
8050717,Xã Châu Phong,80507,Thị xã Tân Châu,805,An Giang
8050705,Xã Long An,80507,Thị xã Tân Châu,805,An Giang
8050707,Xã Lê Chánh,80507,Thị xã Tân Châu,805,An Giang
8050703,Xã Phú Lộc,80507,Thị xã Tân Châu,805,An Giang
8050719,Xã Phú Vĩnh,80507,Thị xã Tân Châu,805,An Giang
8050713,Xã Tân An,80507,Thị xã Tân Châu,805,An Giang
8050721,Xã Tân Thạnh,80507,Thị xã Tân Châu,805,An Giang
8050711,Xã Vĩnh Hòa,80507,Thị xã Tân Châu,805,An Giang
8050701,Xã Vĩnh Xương,80507,Thị xã Tân Châu,805,An Giang
7170505,Thị trấn Ngãi Giao,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170501,Xã Bàu Chinh,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170513,Xã Bình Ba,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170519,Xã Bình Giã,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170503,Xã Bình Trung,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170523,Xã Cù Bị,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170527,Xã Kim Long,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170509,Xã Láng Lớn,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170531,Xã Nghĩa Thành,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170525,Xã Quảng Thành,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170515,Xã Suối Nghệ,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170529,Xã Suối Rao,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170507,Xã Sơn Bình,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170517,Xã Xuân Sơn,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170521,Xã Xà Bang,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7170511,Xã Đá Bạc,71705,Huyện Châu Đức,717,Bà Rịa - Vũng Tàu
7171301,Thị trấn Côn Đảo,71713,Huyện Côn Đảo,717,Bà Rịa - Vũng Tàu
7171101,Thị trấn Long Hải,71711,Huyện Long Điền,717,Bà Rịa - Vũng Tàu
7171107,Thị trấn Long Điền,71711,Huyện Long Điền,717,Bà Rịa - Vũng Tàu
7171103,Xã An Ngãi,71711,Huyện Long Điền,717,Bà Rịa - Vũng Tàu
7171111,Xã An Nhứt,71711,Huyện Long Điền,717,Bà Rịa - Vũng Tàu
7171113,Xã Phước Hưng,71711,Huyện Long Điền,717,Bà Rịa - Vũng Tàu
7171105,Xã Phước Tỉnh,71711,Huyện Long Điền,717,Bà Rịa - Vũng Tàu
7171109,Xã Tam Phước,71711,Huyện Long Điền,717,Bà Rịa - Vũng Tàu
7170709,Thị trấn Phước Bửu,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170717,Xã Bàu Lâm,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170725,Xã Bình Châu,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170713,Xã Bông Trang,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170707,Xã Bưng Riềng,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170705,Xã Hòa Bình,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170721,Xã Hòa Hiệp,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170719,Xã Hòa Hưng,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170723,Xã Hòa Hội,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170711,Xã Phước Thuận,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170703,Xã Phước Tân,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170715,Xã Tân Lâm,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7170701,Xã Xuyên Mộc,71707,Huyện Xuyên Mộc,717,Bà Rịa - Vũng Tàu
7171211,Thị Trấn Phước Hải,71712,Huyện Đất Đỏ,717,Bà Rịa - Vũng Tàu
7171205,Thị trấn Đất Đỏ,71712,Huyện Đất Đỏ,717,Bà Rịa - Vũng Tàu
7171201,Xã Long Mỹ,71712,Huyện Đất Đỏ,717,Bà Rịa - Vũng Tàu
7171213,Xã Long Tân,71712,Huyện Đất Đỏ,717,Bà Rịa - Vũng Tàu
7171203,Xã Láng Dài,71712,Huyện Đất Đỏ,717,Bà Rịa - Vũng Tàu
7171215,Xã Lộc An,71712,Huyện Đất Đỏ,717,Bà Rịa - Vũng Tàu
7171209,Xã Phước Hội,71712,Huyện Đất Đỏ,717,Bà Rịa - Vũng Tàu
7171207,Xã Phước Long Thọ,71712,Huyện Đất Đỏ,717,Bà Rịa - Vũng Tàu
7170315,Phường Kim Dinh,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170313,Phường Long Hương,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170303,Phường Long Toàn,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170309,Phường Long Tâm,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170301,Phường Phước Hiệp,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170305,Phường Phước Hưng,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170307,Phường Phước Nguyên,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170311,Phường Phước Trung,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170321,Xã Hoà Long,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170319,Xã Long Phước,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170317,Xã Tân Hưng,71703,Thành Phố Bà Rịa,717,Bà Rịa - Vũng Tàu
7170101,Phường 1,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170105,Phường 10,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170131,Phường 11,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170133,Phường 12,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170111,Phường 2,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170113,Phường 3,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170115,Phường 4,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170117,Phường 5,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170121,Phường 7,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170123,Phường 8,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170125,Phường 9,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170103,Phường Nguyễn An Ninh,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170129,Phường Rạch Dừa,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170119,Phường Thắng Nhì,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170127,Phường Thắng Nhất,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170109,Phường Thắng Tam,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170107,Xã Long Sơn,71701,Thành phố Vũng Tàu,717,Bà Rịa - Vũng Tàu
7170915,Phường Hắc Dịch,71709,Thị xã Phú Mỹ,717,Bà Rịa - Vũng Tàu
7170913,Phường Mỹ Xuân,71709,Thị xã Phú Mỹ,717,Bà Rịa - Vũng Tàu
7170901,Phường Phú Mỹ,71709,Thị xã Phú Mỹ,717,Bà Rịa - Vũng Tàu
7170909,Phường Phước Hòa,71709,Thị xã Phú Mỹ,717,Bà Rịa - Vũng Tàu
7170911,Phường Tân Phước,71709,Thị xã Phú Mỹ,717,Bà Rịa - Vũng Tàu
7170917,Xã Châu Pha,71709,Thị xã Phú Mỹ,717,Bà Rịa - Vũng Tàu
7170903,Xã Sông Xoài,71709,Thị xã Phú Mỹ,717,Bà Rịa - Vũng Tàu
7170907,Xã Tân Hoà,71709,Thị xã Phú Mỹ,717,Bà Rịa - Vũng Tàu
7170905,Xã Tân Hải,71709,Thị xã Phú Mỹ,717,Bà Rịa - Vũng Tàu
7170919,Xã Tóc Tiên,71709,Thị xã Phú Mỹ,717,Bà Rịa - Vũng Tàu
7111501,Thị trấn Bàu Bàng,71115,Huyện Bàu Bàng,711,Bình Dương
7111515,Thị trấn Lai Uyên,71115,Huyện Bàu Bàng,711,Bình Dương
7111509,Xã Cây Trường II,71115,Huyện Bàu Bàng,711,Bình Dương
7111513,Xã Hưng Hoà,71115,Huyện Bàu Bàng,711,Bình Dương
7111505,Xã Lai Hưng,71115,Huyện Bàu Bàng,711,Bình Dương
7111503,Xã Long Nguyên,71115,Huyện Bàu Bàng,711,Bình Dương
7111507,Xã Trừ Văn Thố,71115,Huyện Bàu Bàng,711,Bình Dương
7111511,Xã Tân Hưng,71115,Huyện Bàu Bàng,711,Bình Dương
7111703,Thị trấn Tân Bình,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111701,Thị trấn Tân Lợi,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111721,Thị trấn Tân Thành,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111705,Xã Bình Mỹ,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111713,Xã Hiếu Liêm,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111711,Xã Lac An,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111717,Xã Thường Tân,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111707,Xã Tân Lập,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111719,Xã Tân Mỹ,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111709,Xã Tân Định,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111715,Xã Đất Cuốc,71117,Huyện Bắc Tân Uyên,711,Bình Dương
7111309,Thị trấn Dầu Tiếng,71113,Huyện Dầu tiếng,711,Bình Dương
7111319,Xã An Lập,71113,Huyện Dầu tiếng,711,Bình Dương
7111315,Xã Long Hoà,71113,Huyện Dầu tiếng,711,Bình Dương
7111321,Xã Long Tân,71113,Huyện Dầu tiếng,711,Bình Dương
7111311,Xã Minh Hoà,71113,Huyện Dầu tiếng,711,Bình Dương
7111301,Xã Minh Thạnh,71113,Huyện Dầu tiếng,711,Bình Dương
7111303,Xã Minh Tân,71113,Huyện Dầu tiếng,711,Bình Dương
7111323,Xã Thanh An,71113,Huyện Dầu tiếng,711,Bình Dương
7111307,Xã Thanh Tuyền,71113,Huyện Dầu tiếng,711,Bình Dương
7111313,Xã Định An,71113,Huyện Dầu tiếng,711,Bình Dương
7111305,Xã Định Hiệp,71113,Huyện Dầu tiếng,711,Bình Dương
7111317,Xã Định Thành,71113,Huyện Dầu tiếng,711,Bình Dương
7111107,Thị trấn Phước Vĩnh,71111,Huyện Phú Giáo,711,Bình Dương
7111111,Xã An Bình,71111,Huyện Phú Giáo,711,Bình Dương
7111101,Xã An Linh,71111,Huyện Phú Giáo,711,Bình Dương
7111103,Xã An Long,71111,Huyện Phú Giáo,711,Bình Dương
7111121,Xã An Thái,71111,Huyện Phú Giáo,711,Bình Dương
7111119,Xã Phước Hoà,71111,Huyện Phú Giáo,711,Bình Dương
7111109,Xã Phước Sang,71111,Huyện Phú Giáo,711,Bình Dương
7111115,Xã Tam Lập,71111,Huyện Phú Giáo,711,Bình Dương
7111113,Xã Tân Hiệp,71111,Huyện Phú Giáo,711,Bình Dương
7111105,Xã Tân Long,71111,Huyện Phú Giáo,711,Bình Dương
7111117,Xã Vĩnh Hoà,71111,Huyện Phú Giáo,711,Bình Dương
7110901,Phường An Bình,71109,Thành phố  Dĩ An,711,Bình Dương
7110909,Phường Bình An,71109,Thành phố  Dĩ An,711,Bình Dương
7110911,Phường Bình Thắng,71109,Thành phố  Dĩ An,711,Bình Dương
7110905,Phường Dĩ An,71109,Thành phố  Dĩ An,711,Bình Dương
7110907,Phường Tân Bình,71109,Thành phố  Dĩ An,711,Bình Dương
7110903,Phường Tân Đông Hiệp,71109,Thành phố  Dĩ An,711,Bình Dương
7110913,Phường Đông Hòa,71109,Thành phố  Dĩ An,711,Bình Dương
7110713,Phường An Phú,71107,Thành phố Thuận An,711,Bình Dương
7110701,Phường An Thạnh,71107,Thành phố Thuận An,711,Bình Dương
7110709,Phường Bình Chuẩn,71107,Thành phố Thuận An,711,Bình Dương
7110719,Phường Bình Hòa,71107,Thành phố Thuận An,711,Bình Dương
7110717,Phường Bình Nhâm,71107,Thành phố Thuận An,711,Bình Dương
7110703,Phường Hưng Định,71107,Thành phố Thuận An,711,Bình Dương
7110707,Phường Lái Thiêu,71107,Thành phố Thuận An,711,Bình Dương
7110711,Phường Thuận Giao,71107,Thành phố Thuận An,711,Bình Dương
7110705,Phường Vĩnh Phú,71107,Thành phố Thuận An,711,Bình Dương
7110715,Xã An Sơn,71107,Thành phố Thuận An,711,Bình Dương
7110103,Phường Chánh Mỹ,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110115,Phường Chánh Nghĩa,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110121,Phường Hiệp An,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110101,Phường Hiệp Thành,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110125,Phường Hoà Phú,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110111,Phường Phú Cường,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110107,Phường Phú Hòa,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110109,Phường Phú Lợi,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110105,Phường Phú Mỹ,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110113,Phường Phú Thọ,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110127,Phường Phú Tân,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110119,Phường Tân An,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110123,Phường Tương Bình Hiệp,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110117,Phường Định Hòa,71101,Thành phố Thủ Dầu Một,711,Bình Dương
7110521,Phường Hội Nghĩa,71105,Thành phố Tân Uyên,711,Bình Dương
7110525,Phường Khánh Bình,71105,Thành phố Tân Uyên,711,Bình Dương
7110507,Phường Phú Chánh,71105,Thành phố Tân Uyên,711,Bình Dương
7110531,Phường Thái Hòa,71105,Thành phố Tân Uyên,711,Bình Dương
7110509,Phường Thạnh Phước,71105,Thành phố Tân Uyên,711,Bình Dương
7110543,Phường Tân Hiệp,71105,Thành phố Tân Uyên,711,Bình Dương
7110505,Phường Tân Phước Khánh,71105,Thành phố Tân Uyên,711,Bình Dương
7110529,Phường Tân Vĩnh Hiệp,71105,Thành phố Tân Uyên,711,Bình Dương
7110535,Phường Uyên Hưng,71105,Thành phố Tân Uyên,711,Bình Dương
7110519,Phường Vĩnh Tân,71105,Thành phố Tân Uyên,711,Bình Dương
7110501,Xã Bình Mỹ (Hết hiệu lực),71105,Thành phố Tân Uyên,711,Bình Dương
7110527,Xã Bạch Đằng,71105,Thành phố Tân Uyên,711,Bình Dương
7110517,Xã Lạc An (Hết hiệu lực),71105,Thành phố Tân Uyên,711,Bình Dương
7110503,Xã Thường Tân (Hết hiệu lực),71105,Thành phố Tân Uyên,711,Bình Dương
7110541,Xã Thạnh Hội,71105,Thành phố Tân Uyên,711,Bình Dương
7110511,Xã Tân Bình (Hết hiệu lực),71105,Thành phố Tân Uyên,711,Bình Dương
7110513,Xã Tân Lập (Hết hiệu lực),71105,Thành phố Tân Uyên,711,Bình Dương
7110523,Xã Tân Mỹ (Hết hiệu lực),71105,Thành phố Tân Uyên,711,Bình Dương
7110515,Xã Tân Thành (Hết hiệu lực),71105,Thành phố Tân Uyên,711,Bình Dương
7110533,Xã Tân Định (Hết hiệu lực),71105,Thành phố Tân Uyên,711,Bình Dương
